,id,status_group
3015,1052,functional
43097,71420,non functional
57774,45963,functional
5195,14105,functional
8795,64654,functional
58094,38898,functional
1261,66518,functional
41031,7793,functional
8880,58633,functional
13141,35353,non functional
37581,54369,functional
14288,17326,non functional
42157,25527,functional
31063,60658,functional
44434,30528,non functional
42143,35344,non functional
35130,37053,functional
20108,72700,non functional
29587,21411,functional
15569,49296,functional
32843,27088,functional
6152,26635,functional
7001,62366,functional
12557,71533,functional
3626,2351,non functional
12338,38431,functional
43223,35845,non functional
22198,41331,non functional
40363,19783,non functional
2203,59735,functional
11998,69478,non functional
3734,70022,non functional
37144,56674,functional
11199,51179,non functional
17611,27133,non functional
24753,15455,functional
2639,19177,functional
51669,43815,functional
14713,35020,functional
27025,69909,non functional
14461,63177,non functional
2210,22236,non functional
5231,31176,functional
30299,20176,functional
50898,38327,functional
54917,24740,non functional
39898,18784,non functional
8509,35422,functional
51208,70690,non functional
17745,69049,non functional
16041,8599,functional needs repair
50121,51309,non functional
57620,25430,functional
38721,72761,functional
25028,12841,functional
25914,12202,functional
39442,25404,non functional
21024,4758,functional
22735,52666,non functional
27474,56066,functional
47699,58372,functional
16189,35227,non functional
8836,43811,functional
50700,5821,functional needs repair
56145,31480,non functional
1998,27350,functional
31105,42027,functional
16835,47807,functional needs repair
15164,23708,non functional
23778,20692,functional
17533,31770,functional needs repair
58466,69197,functional
49917,64163,non functional
6281,63448,non functional
42798,7906,non functional
15055,17335,non functional
23418,17276,functional
29178,55535,non functional
57746,64937,non functional
48950,52540,non functional
1326,11010,functional
34868,56860,functional
6490,368,functional
18508,38755,non functional
8034,39723,functional
40676,2572,functional
2518,13420,non functional
34218,1085,non functional
540,69502,non functional
24589,42086,functional
51942,40849,functional
33783,32011,functional
33405,6994,non functional
36908,33410,functional
32477,11099,functional
42600,67113,functional
32486,17129,functional
883,23156,non functional
5182,15072,functional needs repair
12459,64638,functional
54834,22227,functional
8341,37253,non functional
37931,27183,non functional
57885,8697,non functional
17676,41397,functional
58943,24894,non functional
26720,23366,non functional
4045,57111,functional
41376,19696,functional
18595,66883,non functional
43269,26357,non functional
56409,41172,functional
16467,53344,functional
58721,28570,non functional
32445,28481,functional
22534,52612,non functional
28,19685,non functional
725,11641,non functional
39517,17148,functional
49931,19815,functional needs repair
44092,35198,functional
27134,13497,functional needs repair
31568,41387,non functional
45519,55037,functional
21929,51805,non functional
18923,50874,non functional
33976,40964,functional needs repair
13933,50520,functional
31959,17396,non functional
20315,27599,non functional
20458,38328,non functional
37132,29703,functional
27566,70045,functional
30685,29225,non functional
29770,50071,non functional
12309,73823,functional
49212,9004,functional
29052,47708,functional
19866,3559,non functional
50211,41751,functional
32436,21034,non functional
28182,3361,functional
6791,21431,functional
34156,19039,functional
19870,65135,functional
58663,54360,non functional
54191,69246,non functional
25530,545,functional
22798,51588,functional
58088,25273,functional
52923,5764,non functional
50832,53316,functional needs repair
24566,37189,functional
7616,5475,functional
53097,74023,non functional
36833,66876,functional
35051,72984,functional
7636,1821,non functional
24620,47553,functional
47462,20929,functional needs repair
20301,14575,functional needs repair
49740,51542,functional needs repair
34431,23174,non functional
46824,59477,functional needs repair
53346,17506,functional
41114,46593,functional needs repair
51041,43688,functional
13795,61175,functional
14863,18256,functional
4243,3403,functional
3016,27386,functional
30152,35249,non functional
8914,42504,functional
4895,43275,functional
12156,61744,non functional
46772,56480,non functional
21293,41749,functional
25993,43270,functional
25364,19052,non functional
51126,35105,functional
37192,17466,functional
28763,59409,non functional
31344,4749,non functional
41249,43975,functional needs repair
34936,28630,functional
46343,26260,functional needs repair
14683,16854,functional
41429,66616,non functional
14120,7634,functional
19614,9586,non functional
25808,50716,non functional
7709,23184,functional
45712,68483,non functional
4487,63449,functional
44244,48313,functional
39158,70865,functional
56366,25612,functional
13382,14064,functional
36348,1366,functional needs repair
34549,11147,non functional
54694,59236,functional needs repair
51390,12843,functional
40974,52157,non functional
57856,111,non functional
15675,32787,functional
41111,29555,functional
27215,43008,functional needs repair
48574,39641,functional
30561,62196,functional
32087,50440,non functional
17114,66327,non functional
16398,68767,functional
8636,68356,non functional
8347,10639,functional
50511,62185,functional
5144,23015,functional needs repair
8550,46416,functional
13543,41067,functional
1620,41163,functional
56995,72604,non functional
55851,57810,non functional
53423,43441,functional
48864,20592,non functional
55789,40443,functional
32175,69585,functional
7988,9716,functional
49308,55677,functional
20812,58459,functional
33212,33179,non functional
38362,32450,non functional
50544,67655,non functional
3576,36565,functional
18237,2606,functional
51155,63447,non functional
43002,45489,functional
17504,12969,non functional
27513,41289,non functional
48722,71055,non functional
22704,34907,functional
8171,41175,functional
14960,43734,non functional
36875,54128,functional needs repair
3524,27058,non functional
41172,6654,functional
34375,4839,functional
53069,70601,functional
44176,65910,non functional
36743,733,functional
56610,37777,functional
47537,45006,functional
53981,7530,functional
49193,9062,functional
22014,12344,non functional
48676,44135,non functional
15862,61117,functional
52684,71196,functional
311,17668,non functional
35277,51216,functional needs repair
32249,57504,non functional
4263,22128,functional
11523,1187,functional
6325,1522,functional
54809,52647,functional
46216,10654,functional
8216,60870,functional
59055,36230,non functional
54471,29091,functional
4943,30443,functional
42052,62546,functional
53522,49038,functional
1465,6337,functional
52319,25575,functional
11686,15067,functional
3186,1138,non functional
52532,25522,functional
50789,71297,functional
36950,28815,functional
12700,34239,non functional
17617,22513,functional
7452,21414,non functional
15952,19680,functional
10039,67763,functional
36748,11033,functional needs repair
17401,11384,non functional
19307,13352,non functional
26917,69342,functional
37544,8179,functional
38646,19929,functional
16977,11418,non functional
5657,54737,functional
17306,58828,functional needs repair
18756,5450,non functional
42907,48525,functional
26893,7260,functional needs repair
38100,16502,non functional
60,29952,functional
8829,19223,non functional
17204,36031,functional
4250,55897,functional
34563,29429,functional
42427,34895,non functional
5050,52743,functional
36203,1882,functional
18947,30756,functional
32820,45189,functional needs repair
54438,10596,functional
37862,3626,non functional
25564,1647,non functional
50208,52834,functional
26963,61006,functional
4752,51134,functional
31897,71712,non functional
22568,73419,functional
50553,24251,functional
30447,50132,functional
54379,1337,functional
49371,17344,non functional
42829,69714,non functional
17927,7646,non functional
11003,28948,functional
50241,44483,non functional
42716,32717,functional
49683,44292,functional
58818,48817,functional needs repair
25591,46923,non functional
2934,58993,non functional
13233,49996,non functional
21379,3978,non functional
39581,48952,functional
33640,67272,functional
24777,19563,functional
37153,52299,non functional
25173,55620,functional needs repair
37518,3721,functional
54851,4495,functional
43389,25247,functional
43639,34758,functional
21823,47210,functional
5279,11120,functional
13428,64664,functional
37428,28224,non functional
16292,51084,non functional
11518,16310,non functional
12147,29384,non functional
4366,44931,functional
45172,44535,non functional
26908,23346,non functional
53859,4591,non functional
21927,63888,functional
6948,31479,functional
28730,20355,functional
17613,45961,non functional
42882,23363,non functional
47722,26295,functional
35065,15057,functional
57762,23952,functional needs repair
49053,57118,functional
3942,33335,functional
23029,42288,non functional
33214,67591,functional
335,15358,functional
23451,63727,functional
18264,29745,non functional
8811,9769,functional needs repair
21499,11579,non functional
53325,3069,functional
18704,39922,non functional
24003,54137,functional
57230,58393,non functional
54145,17800,functional needs repair
3921,46191,functional
5051,34363,functional
43319,72399,non functional
54192,10970,non functional
18814,70572,non functional
44982,56025,functional
13035,57121,functional needs repair
54625,72593,functional needs repair
7973,15923,functional
22119,32618,functional
48496,55921,functional
10427,7968,non functional
42836,308,functional
34300,29074,non functional
26499,17875,non functional
41018,27981,non functional
29676,55690,functional
58197,39283,non functional
21023,52659,non functional
8747,58870,functional
51488,63186,non functional
16517,51893,non functional
5755,14893,functional
27731,68396,functional
47327,51468,functional
22105,66367,functional
21594,41710,functional
6953,60445,functional
10123,53149,functional
54300,25984,functional
32426,1061,non functional
12781,16850,functional
54347,30126,non functional
26479,44843,functional
37752,8400,functional
21247,69987,functional needs repair
2306,2781,functional
21283,10126,non functional
49270,42948,functional
49264,64659,non functional
17775,64087,functional
58787,65009,non functional
36378,36886,functional
53549,44244,functional
18842,17071,non functional
19455,73599,non functional
19488,52263,non functional
17328,20483,functional
16094,32160,non functional
33226,28061,non functional
53438,43288,functional
12804,48922,functional needs repair
8433,67307,functional
11548,22202,non functional
711,1856,functional
53633,69165,non functional
48529,5902,non functional
19557,6114,functional
8773,43362,non functional
27758,16227,non functional
27216,20381,functional
39818,25238,functional
25150,2937,functional
4449,47614,functional
12219,68137,functional
14740,21532,functional
18030,32722,non functional
6650,31214,non functional
43024,12640,non functional
31925,61255,functional needs repair
26727,9562,functional needs repair
7845,40717,functional
22342,35343,functional
49498,38573,functional
48239,31513,functional
1833,27616,functional
52025,64782,non functional
7954,27315,functional
54954,40678,non functional
54666,61950,functional
40001,4305,non functional
6331,55918,non functional
58807,51810,functional
2586,42655,functional
40437,45329,non functional
43915,41337,non functional
40704,27894,functional
56284,52497,functional
28863,70597,functional
41707,15603,non functional
54876,68920,functional
50887,47240,functional
26544,49373,non functional
56682,13093,non functional
5040,19085,functional
34176,46342,non functional
52514,70264,non functional
49110,65196,functional
27457,10887,functional
9639,62489,functional
2736,42844,functional
17318,36338,functional
35869,70375,non functional
20061,37290,functional
21217,41235,functional
30746,52098,functional
3222,68761,functional
24689,47160,non functional
34874,73854,functional
7798,21968,non functional
38218,9171,non functional
36300,21922,non functional
58080,69536,non functional
10838,69764,functional
51413,33265,functional
47002,55891,non functional
56439,44521,functional needs repair
11500,71983,non functional
11788,28551,non functional
30704,73459,functional
21864,54819,functional
38638,5242,non functional
46770,9035,functional
6577,2237,functional
7560,8437,non functional
1372,26072,non functional
54926,31086,functional
43179,40317,non functional
43262,50045,functional needs repair
49006,69985,functional
27211,22049,non functional
23781,59199,functional
18780,62356,functional
468,45386,non functional
31150,66058,functional
32758,67706,functional
51569,72996,functional
33655,66726,functional
17931,72035,functional
39375,60522,functional
47158,10353,non functional
29598,24862,functional
54506,38346,functional
4654,28535,functional
26333,74157,non functional
49690,61586,non functional
59320,50538,non functional
33359,25361,non functional
1167,33553,functional
20016,13015,functional
26749,70956,functional
3048,73709,functional
28035,14809,functional
7799,6617,non functional
46968,12136,non functional
13579,34826,functional
45790,2487,functional
20356,67512,non functional
28962,44774,functional
14777,40978,non functional
45980,48168,non functional
36664,40461,functional
17624,34418,functional
18796,48906,non functional
54742,54834,functional
29464,67295,functional
4295,51833,functional
10701,18658,functional
17050,39950,functional
42459,775,functional
4951,35506,functional
20742,59163,non functional
41626,14335,functional
20747,2958,functional
29942,14962,non functional
55696,50358,functional
40116,67017,functional
49396,46465,non functional
10381,38896,functional
40480,63357,functional
44672,54813,functional
59273,37381,non functional
1720,38467,functional
37072,29479,non functional
1539,33153,non functional
52290,13074,non functional
18429,72047,functional
45246,39251,non functional
42763,17228,functional needs repair
44844,32118,non functional
4110,65928,non functional
35797,70486,non functional
53544,37445,functional
27552,29410,functional
14368,72502,functional
48297,14534,functional
59099,23142,functional
8018,61886,non functional
15498,28488,functional
29071,13107,functional
8189,30525,functional
30663,9033,functional
35920,3854,non functional
58946,1263,non functional
42930,12476,functional
13186,6800,functional
17378,10950,functional
22445,15615,non functional
53410,55825,functional
35078,56773,non functional
2365,42271,non functional
39128,26858,non functional
27110,52781,functional
4493,32669,functional
12847,7552,non functional
989,11961,functional
54113,10312,non functional
6671,9487,non functional
32775,58476,functional needs repair
52924,57371,non functional
56412,17984,functional needs repair
3112,72570,functional
1852,43135,non functional
27509,53248,non functional
39087,24962,functional
18033,63704,functional
38224,22639,functional
30443,35748,non functional
35675,70965,functional
19179,72455,functional
53344,61383,functional
7288,45262,functional
20885,39257,non functional
4577,41262,functional
2473,68830,functional
35169,73371,non functional
1908,24475,functional
24319,63921,functional
7716,4805,functional
5290,73467,functional
32361,28621,functional
32731,65790,non functional
58768,34501,functional
25727,47351,functional
10625,28171,functional
17964,52054,functional needs repair
12824,60609,functional
27562,30834,non functional
13528,65770,functional needs repair
58752,12842,non functional
38243,62474,non functional
29017,37280,functional
38648,71220,functional needs repair
30164,27193,non functional
27663,38561,non functional
53503,49189,non functional
22749,41412,non functional
55332,40430,functional
37609,45283,functional
11659,7499,functional
33413,4963,non functional
51212,10568,functional
24539,61946,functional
12375,35519,non functional
51726,57439,functional
22661,43100,functional
33367,2943,non functional
15588,44302,functional
33213,20316,non functional
53756,28996,non functional
7680,43150,functional
3665,12351,functional needs repair
29989,28036,non functional
2947,34454,non functional
25800,41467,non functional
41698,44773,non functional
24284,48851,non functional
9967,24632,functional
18914,5333,functional
37219,30150,functional
4734,51004,non functional
7879,29394,functional
15186,16825,functional
6216,5032,functional
6421,41535,functional
9285,22218,non functional
55209,69004,non functional
20164,40965,non functional
137,64062,non functional
13742,13639,functional
46333,32919,non functional
24642,24513,non functional
28762,17484,functional
7998,28648,non functional
46761,30977,non functional
25267,58219,functional
52670,12856,non functional
38850,61629,functional
48924,11311,non functional
9922,23019,non functional
2792,38856,functional
40643,39919,non functional
7750,1766,functional
17523,47277,functional
18223,27319,non functional
13943,39924,functional
50401,14795,functional
38253,13510,non functional
59263,33419,non functional
53939,16108,functional
33488,46535,non functional
57648,35789,non functional
57051,15561,functional
32439,14383,functional
18128,19451,non functional
24771,9095,non functional
6796,30006,functional needs repair
52430,52498,functional
12726,7192,functional needs repair
53911,55951,functional
24136,40432,non functional
39473,24519,non functional
33364,16814,functional
43635,24388,functional
57054,6502,non functional
13626,11258,functional
56737,3414,non functional
9400,52329,functional
18275,1087,functional
25696,53981,functional
32310,21424,non functional
33765,15228,functional
52460,39936,functional
1739,5108,non functional
18500,49825,functional
18193,41803,functional
26124,19018,functional
17805,64010,non functional
2031,57049,functional
56342,14040,functional
38297,63088,non functional
1247,19102,functional
30071,20341,functional
25565,11971,non functional
35568,54072,functional
15420,12741,functional
53514,7485,functional
12761,42061,non functional
33421,40837,non functional
2475,50155,functional needs repair
55785,54402,non functional
45693,32566,non functional
18700,27667,functional
22185,66777,non functional
54624,6699,functional
58353,65500,functional
10869,69092,functional
4009,13981,non functional
12093,46675,non functional
15635,48480,functional
21808,63266,non functional
49481,38103,non functional
21413,15463,functional
2011,14759,non functional
46375,69634,functional
38232,68563,functional needs repair
28970,11419,functional
36899,461,non functional
29330,52185,non functional
29349,72017,functional
58514,51573,functional
6044,26500,functional needs repair
54881,67033,functional
15177,66895,functional
11902,41891,functional
50513,14139,non functional
3635,5387,functional
40512,49070,functional
5737,59653,non functional
56895,49793,functional
46446,53551,functional
54508,65537,non functional
56231,10588,functional
51778,35887,non functional
35304,68729,functional
20734,37629,functional
41718,26545,non functional
33835,53291,functional
21994,71319,functional
28607,45940,non functional
2240,51863,non functional
581,48080,functional
7681,70966,functional
42185,67,functional
18466,11251,non functional
57367,72576,functional
50140,1568,functional
237,4907,functional needs repair
30851,4355,non functional
22361,52650,non functional
24488,41483,non functional
9797,72924,functional
35657,64900,functional
34248,58142,functional
26168,17925,functional
24396,69269,non functional
12763,51377,non functional
48807,37506,non functional
40946,34960,functional
30169,26849,functional
40629,71939,functional
23341,41688,non functional
716,19869,non functional
809,40666,non functional
14702,50914,functional
32527,29622,functional
23262,25212,functional
57017,69451,non functional
52869,63676,non functional
33370,43252,functional
18959,38678,functional
17785,55923,functional
115,24409,non functional
23726,51990,functional
13717,44239,non functional
39583,66727,functional
42597,66703,functional
52560,5707,functional
48138,38060,non functional
3171,14549,functional
44322,56556,functional
40217,54628,functional
49505,8143,functional
42714,44815,functional
47886,12507,non functional
17214,43027,functional
47701,18653,functional
57458,19941,non functional
5175,8676,functional
25963,54914,functional
15976,48492,functional
47983,46659,functional
48083,24209,functional
41889,9507,functional
16033,72248,functional
40955,3853,non functional
48013,15288,non functional
2154,27536,functional
462,1220,functional
28289,60664,functional
43058,57228,functional
36253,48069,functional
17163,11523,non functional
36960,17830,functional needs repair
50932,57572,functional
25528,2046,non functional
39081,68083,functional
25152,36389,non functional
29872,60190,functional
43753,53005,functional
26504,57729,functional
56530,50202,functional
46443,49838,functional
38689,50527,non functional
3204,31973,non functional
33478,70381,functional needs repair
36383,18060,functional
43186,63374,functional
51813,39085,non functional
12315,36540,functional
12816,30770,functional
40526,63652,non functional
57849,11415,functional needs repair
25529,2996,functional
54643,65403,non functional
50131,64652,functional
15416,35393,functional
51144,72930,non functional
29785,3608,functional
43369,40158,non functional
32462,41215,functional
31880,63574,functional needs repair
33631,42371,functional
28665,13865,non functional
3994,40244,functional needs repair
41579,73179,functional
46088,20924,functional
44178,4598,non functional
45260,14313,functional
1994,70326,non functional
20586,32574,functional
36680,48924,non functional
38344,24555,non functional
40216,52513,functional needs repair
23020,73468,functional
20801,23186,functional
53353,49957,functional
31219,6152,non functional
21898,45157,functional
34234,19612,non functional
36499,24581,non functional
37240,1909,functional needs repair
55270,31024,functional needs repair
14962,23107,functional
12217,39735,functional
24524,17945,functional
53923,35843,non functional
6537,50196,functional
39305,17109,non functional
59303,71704,functional
45867,71774,non functional
29396,52284,functional
27809,29956,non functional
7939,2458,non functional
34067,32498,functional
22148,20758,functional needs repair
56878,66450,functional
22947,37542,functional
34950,17887,functional
53634,54400,non functional
23103,13036,functional
7687,41808,functional
25801,38217,functional
29201,66932,non functional
5302,44894,functional needs repair
15460,22392,non functional
5636,38922,non functional
26217,7522,functional
24490,68320,non functional
48107,3238,functional
55548,63732,functional
8054,70467,non functional
19883,2390,functional
7219,11274,non functional
13005,54343,functional
50725,3520,functional
10893,60517,functional needs repair
59181,10154,non functional
14691,32621,non functional
22292,56104,functional
40329,24929,functional
1907,70505,functional
43664,65454,functional
4851,63106,functional
6108,23736,functional
50570,57029,non functional
31989,63514,non functional
45151,11389,functional needs repair
12403,13759,functional
1477,69356,non functional
38704,3769,functional
24338,36696,non functional
24492,30266,non functional
41508,55735,non functional
18918,73007,functional
54156,25405,functional
41007,28236,non functional
11354,43543,non functional
1854,8635,functional
58101,43966,functional
38399,35722,non functional
55758,12008,functional
31839,65968,non functional
6754,48745,functional
21218,2330,non functional
27606,53644,non functional
58236,5305,non functional
44866,37263,functional
56418,65831,functional
34358,43473,functional
15949,25473,functional
35632,66163,non functional
13097,21634,functional
19107,47965,non functional
35156,35507,functional
2278,14460,non functional
33670,69717,non functional
18418,71915,functional
36543,71125,functional needs repair
53324,11640,non functional
456,45654,non functional
48618,57796,functional
43641,49040,non functional
38985,32020,functional
7015,38681,functional
43071,37978,non functional
12593,67876,functional needs repair
55833,1510,functional
22573,12050,non functional
6477,59783,non functional
2482,8409,non functional
37838,562,non functional
29419,13915,functional
52713,14241,functional
17471,32990,non functional
27127,53511,non functional
30148,5164,functional needs repair
54160,29790,functional
22685,70809,functional
50772,27119,non functional
59057,11766,functional needs repair
6047,26926,functional
55899,72626,functional
16473,28511,functional
34220,3518,functional
47729,33994,functional
43384,32150,non functional
53747,43439,non functional
18004,14968,functional
45128,17171,functional
33764,36913,non functional
25779,62704,functional
49161,61494,non functional
11123,58929,functional
15011,53763,functional
52600,20979,functional
23477,43026,functional
55821,30569,functional
57187,68508,non functional
1966,66636,non functional
34075,18856,functional
47239,8954,non functional
34929,31316,functional
17347,41987,non functional
6320,39201,functional
32535,55884,functional
18803,60277,non functional
19535,59470,functional
5502,3115,functional
43146,35163,functional
18776,16626,non functional
48619,5224,functional
50328,26893,functional
59095,58205,non functional
50689,57578,functional
47718,56034,functional
33537,56548,functional needs repair
58156,19288,functional
58829,14611,functional
35624,68127,non functional
56046,54046,functional
14671,51160,functional
44651,25133,functional needs repair
56433,50337,non functional
55589,55591,functional needs repair
30515,28545,non functional
57815,4699,functional needs repair
47220,20980,functional
40214,73837,functional needs repair
44442,63352,functional
21801,10900,functional needs repair
30422,64216,non functional
15878,71333,functional
35096,66301,non functional
47888,10691,non functional
4491,41735,functional
38225,48503,non functional
31051,68053,non functional
27845,58364,non functional
12727,27120,non functional
23492,35264,non functional
19469,34373,functional
39371,47921,functional
12174,62964,functional
26807,50297,non functional
51745,19444,functional
57924,24763,non functional
50502,50462,non functional
20388,3806,non functional
51320,74076,functional
37081,28553,functional
15414,8087,functional needs repair
35934,18075,non functional
6335,31898,non functional
39770,58413,functional
47041,7819,non functional
38191,46013,functional
44957,25941,functional
38417,11043,functional
8918,67697,non functional
38057,28871,non functional
43805,42454,non functional
834,18825,functional
11685,27450,functional
36248,35698,functional needs repair
44795,46479,functional
28742,5370,non functional
31123,18508,non functional
39428,62912,functional
54050,14970,non functional
1740,54979,functional
36573,66409,functional
30407,74047,non functional
57705,67177,functional
34371,72278,functional
11029,16834,non functional
55505,72201,functional needs repair
341,65101,functional
43825,38174,non functional
35387,17087,functional needs repair
28829,55245,non functional
7210,18345,non functional
3503,22829,non functional
31581,9817,functional
10950,33437,non functional
33720,16392,non functional
57514,34382,functional
54669,39721,functional needs repair
23212,32167,non functional
58423,34114,functional
17254,22494,non functional
13303,8600,functional
44801,4782,functional
17797,41953,functional
39233,29510,functional
15333,68677,functional
48343,13030,non functional
42804,71367,non functional
54629,57001,non functional
22253,35870,non functional
15911,60612,functional
58508,22172,functional
37140,71749,functional
46855,22806,functional needs repair
20177,64530,functional
56322,58513,functional
43984,7510,functional
5854,19070,functional
36783,27298,functional
56721,861,functional
9242,64660,non functional
23428,245,functional
29067,46322,functional
17192,49402,functional needs repair
16892,26030,functional
42713,5512,functional
42290,45229,functional
55047,28589,functional
47928,47638,non functional
9072,13580,non functional
27409,70449,functional
4963,43511,non functional
54512,6154,functional
59049,30274,functional
39612,8962,functional needs repair
7785,23039,functional needs repair
20709,68022,functional
38106,21013,functional
55597,41443,functional needs repair
43286,14024,functional
4768,31605,non functional
18174,2440,non functional
53031,21919,non functional
20584,31767,functional
13329,28707,functional needs repair
57799,21938,functional
34025,15742,functional
36645,2788,non functional
49257,34177,functional needs repair
32485,62889,functional
49125,58594,non functional
59294,6064,functional
58118,7198,functional
32960,42385,non functional
24211,47852,functional
21854,2682,functional needs repair
48397,23153,functional
34616,72705,non functional
50212,50969,functional
59283,55727,functional
10722,59982,functional
20722,31493,functional
25090,48633,functional needs repair
12916,306,non functional
13620,59731,non functional
6150,30031,functional
16931,24482,non functional
47500,5090,functional
4779,51243,non functional
6095,37493,non functional
41492,29877,non functional
3010,49177,functional
57251,52867,non functional
43115,42377,non functional
24987,60807,functional
4237,253,non functional
44717,62406,functional
54165,18130,non functional
41102,13882,non functional
41392,26601,functional
13359,18519,functional
49271,58541,non functional
1028,26402,non functional
22756,64402,non functional
24913,2031,functional
2522,33545,functional
8276,27201,non functional
45497,29546,functional
5962,31944,non functional
7573,33903,functional
1675,4185,non functional
55909,11595,non functional
32691,39503,non functional
38663,2295,non functional
58108,44144,functional
31251,37579,non functional
44690,843,functional
28417,64681,functional
55457,60063,non functional
25067,23546,functional
24947,33935,non functional
8027,68449,functional needs repair
27353,45871,functional
14532,29239,non functional
45895,49710,non functional
44825,45363,functional
53994,16637,functional
18610,58319,non functional
20145,18238,functional
17162,41911,non functional
22918,24164,non functional
30089,33793,functional
19856,56806,functional needs repair
40867,42888,non functional
9266,988,non functional
37690,27850,functional
23953,65049,functional
40407,51206,non functional
37786,30137,functional
13085,2123,functional
40460,12668,functional
23872,26704,non functional
33112,31407,functional
9829,44594,non functional
18630,69556,non functional
56382,33230,functional
17152,49965,non functional
54726,52649,functional needs repair
19011,3712,non functional
40005,48665,functional
24833,4968,non functional
25881,10410,functional
54268,63506,non functional
20738,4790,non functional
48571,18202,non functional
1557,73962,non functional
35582,37582,functional needs repair
32559,20816,functional
8122,11488,functional
37986,16200,non functional
31234,30805,functional
13831,53089,non functional
46492,21653,functional
1439,19244,functional
12500,19447,non functional
41408,46591,functional
58120,12430,functional
17820,28684,non functional
56421,22165,functional
43244,17026,non functional
3548,64646,non functional
22258,18333,functional
48449,35379,functional
8013,68651,functional
35334,2804,functional
54491,71999,functional
11680,64944,non functional
5371,19849,functional
27246,31020,functional
24812,60652,functional
9606,12358,functional
2783,68741,functional
1408,14652,non functional
24811,42877,functional
34094,71468,non functional
10021,64957,functional
26091,4788,non functional
51449,3676,non functional
21634,34094,non functional
4194,12869,functional
28784,46088,functional
22949,59082,functional
32889,55710,non functional
28984,7179,functional
31307,68092,functional
6649,31347,functional
51044,45554,non functional
25763,37145,non functional
19819,54810,non functional
50054,30625,functional
15156,44091,functional needs repair
47812,62298,functional
46314,29903,non functional
59325,52830,functional
53455,72291,functional
23193,34676,non functional
43802,45354,non functional
51869,37190,functional
10935,34354,functional
37548,49635,functional
5383,33474,functional
6245,60574,non functional
47727,46534,functional
35982,25489,non functional
42397,60895,non functional
12823,17249,non functional
57914,40705,non functional
6365,10988,functional
20419,20097,non functional
44556,6945,non functional
29445,62451,functional
46280,40637,non functional
58749,62594,non functional
6409,26616,functional
48981,31995,functional
3696,57562,functional
33366,68336,non functional
46879,32268,non functional
22266,46001,non functional
11552,54495,non functional
33817,62943,functional needs repair
47172,30502,functional
9045,53707,non functional
39190,62202,functional
15443,62985,functional
59380,30647,non functional
30926,62324,non functional
59195,48133,functional
48720,59038,functional needs repair
11711,8927,non functional
23319,41691,non functional
39039,14482,functional
29806,33428,functional
29673,1148,functional
27401,32829,functional needs repair
12356,47014,functional
40733,17716,non functional
32875,40673,functional
31213,1606,functional
30727,43556,functional
34457,42450,non functional
17369,34718,functional needs repair
52120,9188,non functional
13012,18015,functional
2332,987,functional
16571,62346,non functional
34636,25303,functional
51388,6963,functional
49693,54262,non functional
45788,53213,functional
43546,68892,non functional
37975,12065,functional
25445,29857,functional
4517,19004,functional
30790,62850,non functional
40061,45636,functional
49216,35878,functional
56890,43327,functional
16312,5351,functional
55812,54646,functional
30449,29843,non functional
56205,57192,non functional
40036,14829,non functional
38947,46859,non functional
50994,19268,functional
39553,50418,functional
30162,43947,functional
16773,48185,non functional
30827,46102,functional
25712,8917,functional
21263,11515,functional
41975,39690,functional
23065,54431,functional
46409,47877,functional
1706,52615,functional
38989,15402,non functional
56655,65818,functional
29032,31037,functional
13094,57517,functional
45256,32812,non functional
9433,68412,functional
2845,2616,non functional
9120,70938,non functional
43001,58424,non functional
18698,60253,non functional
20489,51122,non functional
53704,48748,non functional
24015,54581,functional
32541,31175,functional
32781,33589,non functional
20159,11616,functional needs repair
33811,10880,functional
27274,57294,functional
41500,27529,non functional
14770,28960,non functional
10027,58453,functional
36786,70417,functional
57631,52257,functional
28634,69791,non functional
11529,2643,non functional
36251,30682,non functional
38283,1893,functional
25928,11721,functional
24565,1802,functional needs repair
37824,71803,functional
2580,70330,non functional
12157,54793,functional
28242,51895,functional
52515,478,functional
59383,44616,functional
50400,32943,functional
29024,28999,functional
54818,55039,functional
55095,17975,functional
49486,60909,non functional
54204,16131,non functional
21562,60091,functional
19083,24530,non functional
26927,58244,functional
48556,25786,functional needs repair
24199,34147,non functional
399,23835,functional
6114,44419,non functional
34070,58588,functional
16676,66122,functional
7510,29341,non functional
31538,53994,functional
20266,26008,functional
21262,4700,non functional
34849,51299,functional
4252,4080,functional
25694,28548,non functional
35694,14077,functional
42035,5054,non functional
9271,67605,non functional
20292,3180,non functional
14241,13792,functional
19794,51909,functional
17272,71132,functional
5510,26409,non functional
22836,15913,functional
3805,30507,non functional
48222,9999,functional
3346,33709,functional
37998,22597,functional
20523,39562,functional
13424,46772,functional
50745,33087,functional
47527,25720,functional
15479,6488,non functional
56405,73054,functional needs repair
37759,47942,non functional
23633,44287,non functional
7701,64123,functional
44540,49234,non functional
10860,68813,functional
49528,31810,non functional
47121,12941,functional
49822,8428,non functional
2667,26227,non functional
9569,62132,functional
1308,11191,functional
45019,31164,functional
48321,46517,functional
10720,12547,functional
36990,56088,functional
17031,45324,functional
28200,43807,non functional
42755,32657,non functional
29596,28140,non functional
40701,9661,functional
48210,17395,non functional
44325,19062,functional
25811,37526,non functional
54211,9895,functional
47726,50000,functional
56020,12836,functional
4046,541,non functional
26862,54841,non functional
47476,8289,non functional
52035,57922,functional
